category,dataset,split,image,error
english,ICDAR2017cBAD_Complex,train,000142,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000182,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000148,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000102,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000145,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000206,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000218,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000068,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000249,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000222,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000181,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000210,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000122,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000192,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000267,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000233,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000264,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000165,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000110,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000101,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000153,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000251,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000134,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000170,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000262,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000214,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000104,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000103,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000129,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000096,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000261,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000079,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000245,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000230,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000254,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000228,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000191,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000151,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000248,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000257,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000256,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000099,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000217,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000235,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000146,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000061,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000168,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000081,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000111,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000113,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000107,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000139,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000205,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000177,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000133,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000112,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000157,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000117,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000109,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000105,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000135,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000094,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000236,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000085,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000269,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000180,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000169,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000204,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000172,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000087,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000114,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000240,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000253,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000232,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000147,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000247,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000213,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000207,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000160,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000159,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000221,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000089,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000119,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000125,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000246,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000244,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000226,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000164,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000073,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000193,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000176,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000231,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000106,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000155,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000166,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000195,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000136,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000124,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000227,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000097,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000183,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000189,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000144,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000224,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000128,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000163,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000069,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000223,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000237,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,train,000171,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000011,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000596,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000422,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000594,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000710,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000720,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000268,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000737,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000587,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000490,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000597,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000512,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000790,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000298,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000290,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000837,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000320,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000789,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000225,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000650,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000132,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000717,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000365,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000202,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000712,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000077,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000049,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000951,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000908,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000603,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000297,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000239,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000798,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000740,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000981,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000548,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000928,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000324,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000358,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000626,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000322,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000413,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000927,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000450,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000286,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000154,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000412,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000566,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000100,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000721,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000370,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000086,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000420,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000439,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000003,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000855,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000776,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000865,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000862,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000075,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000241,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000622,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000472,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000681,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000974,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000733,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000123,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000340,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000429,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000975,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000152,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000380,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000040,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000795,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000941,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000992,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000354,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000004,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000480,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000108,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000576,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000868,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000435,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000835,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000403,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000479,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000785,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000525,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000367,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000777,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000243,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000687,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000043,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000185,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000409,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000913,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000186,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000417,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000158,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000699,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000542,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000706,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000954,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000406,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000552,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000053,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,001001,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000891,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000693,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000433,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000458,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000424,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000629,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000531,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000705,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000397,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000539,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000991,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000621,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000889,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000549,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000825,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000312,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000528,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000519,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000663,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000315,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000491,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000500,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000811,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000056,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000759,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000963,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000726,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000565,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000469,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000823,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000505,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000048,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000029,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000033,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000459,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000610,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000780,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000561,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000378,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000478,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000982,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000875,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000949,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000001,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000543,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000595,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000888,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000708,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000638,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000513,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000121,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000238,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000730,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000337,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000054,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000700,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000411,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000483,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000334,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000284,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000860,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000431,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000167,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000844,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000584,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000388,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000937,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000692,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000030,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000897,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000350,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000739,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000909,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000430,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000179,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000428,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000627,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000912,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000372,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000060,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,001006,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000628,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000130,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000389,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000371,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000769,"FileNotFoundError(2, 'No such file or directory')"
english,ICDAR2017cBAD_Complex,test,000521,"FileNotFoundError(2, 'No such file or directory')"
